rpm,N,ht,Cx,eta,ok,D,L,DF,dH,M,h
55000,5,0.35,185,0.8357545102702543,False,97.59196247091417,152.11998589117664,0.5854703817055882,0.6695343179380769,0.9967775627196912,10.696344800212213
55000,5,0.35,200,0.8314308553217634,False,95.23033222599656,147.8044174303294,0.5405822295715421,0.6981460922791722,1.0201926028278958,10.347495567769178
55000,5,0.4,150,0.8345435047635071,False,107.3331938391312,156.4193550619023,0.7355156237791615,0.5842205414935407,0.958032833432296,11.12867478550364
55000,5,0.4,170,0.8331081986020413,False,102.47200931828968,148.31270196068832,0.657184560221166,0.6329466534509677,0.9741252692796324,10.495330494997985
55000,5,0.4,185,0.830298556345054,False,99.5422410546977,143.38524087084426,0.6056878501426741,0.6651532617378516,0.9926457922551948,10.104709555736294
55000,5,0.4,200,0.826341274146768,False,97.10757012052393,139.22965708771727,0.5599819997630779,0.6937802794958351,1.0158163318904907,9.769320018726352
55000,5,0.45,150,0.8345137609254419,False,110.02106017045662,147.1955137029677,0.724978585573026,0.584918955138079,0.9544365005712208,10.47161815778494
55000,5,0.45,170,0.8258082459484745,False,104.99935965459628,139.66444381102679,0.6778716697350751,0.6301055535460158,0.9716558501130136,9.907653174942437
55000,5,0.45,185,0.8234919252643896,False,101.97213405786442,134.93835532042465,0.6261215442094257,0.6617229487048909,0.9898439396006369,9.533552860034392
55000,5,0.45,200,0.8199297630442312,False,99.4545853478725,130.94354932058397,0.5798233101933828,0.6901421177238138,1.0126756324722133,9.211225701944366
55000,5,0.5,150,0.8358802417124517,False,113.3295807482193,138.15458836067768,0.7001929934750057,0.589013764129236,0.9521952658794481,9.820255363286165
55000,5,0.5,170,0.826757554876536,False,108.11665635324454,130.9663355109575,0.6620130658160177,0.6311784978476426,0.9687151302806344,9.287238033353448
55000,5,0.5,185,0.8186881619464089,False,104.97356406235552,126.60176324335288,0.6338244404325106,0.6603765216985455,0.9876766667851296,8.958266405385954
