MN,alt_m,T_K,P_Pa,V_mps,q_Pa,Fn_T4mode_N,Nmech_pct_T4mode,conv_T4,Fn_Nmode_N,T4_Nmode_K,conv_N,Fn_N,binding,T4_K,Nmech_pct,NcPct,W_kgps,Wf_kgps,TSFC_kgpNh,OPR,comp_PR,comp_eff,NPR,Vj_mps,Fram_N,CDS_allow_m2
0.8,8000,236.14999999999998,35599.64218895414,246.4488269803693,15948.639700651456,249.60417475674794,101.0122271773775,True,241.89094734303052,1130.3024876693337,True,241.89094734303052,N,1130.3024876693337,100.0,103.99355513450207,0.49523720019443696,0.008733799328451166,0.12998286239768075,4.254521016517363,4.254521016517363,0.7684628209531137,3.0351403856683508,568.6984401523569,122.09426143494063,0.015166870145868927
0.9,8000,236.14999999999998,35599.64218895414,277.25493035291544,20184.997121136996,261.9249828892765,99.97288883657724,True,262.2047112785946,1150.7784763654397,True,261.9249828892765,T4,1150.0,99.97288883657724,102.43075439387961,0.5363938734393846,0.009641604098822268,0.13251800011164047,4.1710536334896435,4.1710536334896435,0.7731584788525249,3.3135463252541166,574.0020708532992,148.77101420058546,0.01297622096834476
1.0,8000,236.14999999999998,35599.64218895414,308.0610337254616,24919.749532267895,278.6476550222083,100.69054033198623,True,272.0282072298025,1134.5197050884774,True,272.0282072298025,N,1134.5197050884774,100.0,100.82201176780808,0.5814782204711675,0.010086838906781612,0.13348843709044658,4.036649778459513,4.036649778459513,0.7771714110352426,3.5687790946934324,569.8126912170102,179.19482280677093,0.010916169397190797
0.0,10000,223.14999999999998,26436.106165739708,0.0,0.0,-46880.80852556875,5.0,False,163.5390111498929,1034.4453614138854,True,163.5390111498929,N,1034.4453614138854,100.0,113.63463768469506,0.2744612235989527,0.004449189881885497,0.09794044573303257,4.6681534953845265,4.6681534953845265,0.7404493133004575,2.1481109166147987,543.1154192013499,8.222246619336631e-05,
0.3,10000,223.14999999999998,26436.106165739708,89.83850034923779,1665.4746884416013,74681.73305058615,5.0,False,152.54756148480905,1041.4460970127334,True,152.54756148480905,N,1041.4460970127334,100.0,112.62268403092604,0.28917609027596214,0.0047098982394988475,0.11114981828189001,4.621104069303556,4.621104069303556,0.7432290156274716,2.275893672635307,544.9693151240887,25.989213698239748,0.09159404375430592
0.6,10000,223.14999999999998,26436.106165739708,179.67700069847558,6661.898753766405,115444538.10386854,5.0,False,170.56669481444885,1083.12866004852,True,170.56669481444885,N,1083.12866004852,100.0,109.74196552929973,0.33651792705339906,0.005742392046254564,0.1211995781585555,4.523702125207458,4.523702125207458,0.7519368176926434,2.707635024175645,556.2626988014979,60.48796296494119,0.02560331537881995
0.8,10000,223.14999999999998,26436.106165739708,239.5693342646341,11843.375562251389,297530472.8212021,5.0,False,190.16755618694168,1101.0341030571763,True,190.16755618694168,N,1101.0341030571763,100.0,106.97775504907716,0.385698397100265,0.006645601911755236,0.12580572348688063,4.394695122857113,4.394695122857113,0.7597033423797953,3.133247440397449,561.043345422135,92.43731555391386,0.01605687121778577
0.9,10000,223.14999999999998,26436.106165739708,269.51550104771337,14989.272195974412,367242080.4140176,5.0,False,208.04275230330012,1124.9842641786136,True,208.04275230330012,N,1124.9842641786136,100.0,105.39805330773466,0.419644322639569,0.007417130714746877,0.12834703635414071,4.3416200532395965,4.3416200532395965,0.7645427670772164,3.456911758526375,567.4224668703777,113.14447852094168,0.013879443216674192
1.0,10000,223.14999999999998,26436.106165739708,299.46166783079263,18505.274316017792,463171264.26375115,5.0,False,226.0988757681454,1139.2661888862267,True,226.0988757681454,N,1139.2661888862267,100.0,103.71272114309087,0.4587342216766614,0.00818756701245661,0.13036438716102838,4.246934940371804,4.246934940371804,0.7694156237605001,3.798064528295014,571.1862308402413,137.4265498745428,0.012218077500879778
0.0,11000,216.64999999999998,22631.909794276613,0.0,0.0,93294667.51700695,5.0,False,142.12727730838571,1013.5771971691838,True,142.12727730838571,N,1013.5771971691838,100.0,115.31968220001816,0.24002434008004253,0.0037995545105998225,0.09624047233338523,4.730787472373029,4.730787472373029,0.7356991571117275,2.167022705454338,537.2679801235712,7.085631356258937e-05,
0.3,11000,216.64999999999998,22631.909794276613,88.52040552889484,1425.8103170394265,105679248.93974306,5.0,False,131.36149022770084,1014.7775517921315,True,131.36149022770084,N,1014.7775517921315,100.0,114.29269247778822,0.2521979974423582,0.0039764576378397915,0.10897598326362444,4.671936253556542,4.671936253556542,0.7381352800033018,2.282870147666719,537.5819409723646,22.335010333544105,0.09213111215274537
0.6,11000,216.64999999999998,22631.909794276613,177.04081105778968,5703.241268157706,153666900.25947046,5.0,False,147.91228905793292,1064.111403001623,True,147.91228905793292,N,1064.111403001623,100.0,111.36890365490014,0.2930569551319781,0.004906530716393261,0.1194188175362673,4.586470538879457,4.586470538879457,0.747131894926189,2.726293514813369,551.1575376135333,51.90707450153889,0.025934776752959007
0.8,11000,216.64999999999998,22631.909794276613,236.0544147437196,10139.095587835924,219193379.71682325,5.0,False,166.77996642957544,1084.77037438321,True,166.77996642957544,N,1084.77037438321,100.0,108.56295845460384,0.33778895572939605,0.0057370686464834186,0.12383649944472164,4.459138630451336,4.459138630451336,0.7550585168833329,3.176621473157449,556.7033168518525,79.77351016037827,0.01644919558995624
0.9,11000,216.64999999999998,22631.909794276613,265.56121658668457,12832.29285335484,268657125.83632857,5.0,False,180.75722802999908,1103.6718217336495,True,180.75722802999908,N,1103.6718217336495,100.0,106.95983447131499,0.36631532877286843,0.006337430033776801,0.12621762610971832,4.397671142716165,4.397671142716165,0.7598198753716116,3.4864173035951995,561.7931944722407,97.32420641461599,0.014086120858965778
1.0,11000,216.64999999999998,22631.909794276613,295.0680184296495,15842.336855993628,336237785.3041369,5.0,False,198.27292497627207,1125.9905042760777,True,198.27292497627207,N,1125.9905042760777,100.0,105.24951457659965,0.40076008203927493,0.007087550831890234,0.12868717759886736,4.334783448740263,4.334783448740263,0.7649678761662053,3.847818503215987,567.7028375801207,118.3062602187527,0.012515383732751491
