rpm,N,hub_tip,Cx,feasible,eta_is_tool,DF,deHaller,M_rel_tip,h_last,r_tip_mm,length_mm,D_casing_mm,n_blades
80000,7,0.4,185,True,0.8267417399660616,0.4259989661258202,0.7387132488108996,1.2509461290165849,0.012166165073775326,53.988632354465466,236.60846664710144,113.47726470893093,340
80000,7,0.4,200,True,0.8221343944762448,0.40891291385233686,0.755504130329289,1.2539486917045592,0.011687243379362236,52.50105437819261,228.3652868829393,110.50210875638524,343
80000,7,0.45,170,True,0.81891833861466,0.4161454695594101,0.7349893061685208,1.2617304859631755,0.012048085906055328,57.39365551363414,234.08906152697358,120.28731102726827,373
80000,7,0.45,185,True,0.8178667911773586,0.403401107567972,0.7489394365269191,1.2561491296583873,0.01152171714340465,55.54160341940663,224.69866189723083,116.58320683881327,379
80000,7,0.45,200,True,0.8141995134614812,0.3884922559488476,0.7638775016632795,1.258513544550198,0.011063566729224955,54.00555748963736,216.74749805401484,113.51111497927472,388
80000,7,0.5,170,True,0.8053155519818603,0.3896548290237377,0.7488253089124597,1.2719718805197837,0.01139446651987136,59.34433909673935,222.20979352797227,124.18867819347871,425
80000,7,0.5,185,True,0.8059680805535125,0.3794252653102317,0.7605142864998309,1.2653047312485433,0.010890080138501235,57.421590605135634,213.1183908576427,120.34318121027127,429
80000,7,0.5,200,True,0.803507245628257,0.3667778885356979,0.7734995905000742,1.2668108778629994,0.010451958486578664,55.82763377450671,205.4404485964353,117.15526754901343,431
80000,7,0.55,170,True,0.7869063118822368,0.36161991900462853,0.764158535955029,1.2876853478741914,0.010752309741457522,61.718020836129384,210.66897453473746,128.93604167225877,479
80000,7,0.55,185,True,0.7898696744653013,0.35389897684038796,0.7735625965875319,1.2795799171710933,0.010268877301806117,59.70981074967242,201.84642255200353,124.91962149934486,484
